15700,	1.000020,	0.00,	0.999977
15800,	1.000021,	0.00,	0.999988
15900,	0.999998,	0.00,	0.999975
16000,	0.999977,	0.00,	0.999999
16100,	0.999978,	0.00,	1.000018
16200,	1.000008,	0.00,	0.999864
16300,	0.999949,	0.00,	1.000017
16400,	0.999948,	0.00,	0.999960
16500,	1.000086,	0.00,	0.999890
16600,	0.999959,	0.00,	1.000015
16700,	0.999904,	0.00,	0.999974
16800,	1.000059,	0.00,	0.999928
16900,	1.000074,	0.00,	0.999768
17000,	0.999959,	0.00,	0.999867
17100,	0.999991,	0.00,	0.999837
17200,	1.000039,	0.00,	1.000090
17300,	1.000041,	0.00,	0.999990
17400,	0.999906,	0.00,	0.999878
17500,	1.000106,	0.00,	0.999839
17600,	0.999963,	0.00,	0.999883
17700,	1.000121,	0.00,	0.999963
17800,	1.000019,	0.00,	0.999895
17900,	0.999959,	0.00,	0.999937
18000,	1.000043,	0.00,	0.999887
18100,	0.999953,	0.00,	1.000090
18200,	1.000086,	0.00,	0.999990
18300,	0.999900,	0.00,	1.000013
18400,	0.999905,	0.00,	0.999983
18500,	1.000021,	0.00,	1.000108
18600,	0.999909,	0.00,	1.000067
18700,	1.000017,	0.00,	1.000006
18800,	0.999959,	0.00,	0.999911
18900,	1.000067,	0.00,	1.000036
19000,	0.999860,	0.00,	1.000063
19100,	0.999998,	0.00,	0.999838
19200,	1.000031,	0.00,	0.999905
19300,	0.999915,	0.00,	0.999903
19400,	1.000029,	0.00,	1.000040
19500,	1.000022,	0.00,	1.000102
19600,	0.999970,	0.00,	0.999960
19700,	0.999964,	0.00,	1.000046
19800,	0.999995,	0.00,	0.999999
19900,	0.999997,	0.00,	1.000102
